Submission ID	Project	Lab	Organism	Status	Data Type	Assay	Tissue	Strain	Cell Line	Stage/Treatment	Antibody	Compound	Platform	RNAi Target	Date Data Submitted	Release Date	GEO/SRA IDs	Name	GFF Files
2705	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		larval stage			N/A		2010-01-27	2010-02-25	SRR023729, SRR023739, SRR023782, SRR023865, SRR026433, SRR035219	Splice Junction Annotation Larvae L3, clear gut PS7-9	BS203_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2706	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		prepupal stage, prepupal stage P1			N/A		2010-01-27	2010-02-25	SRR023687, SRR023695, SRR023704, SRR023784, SRR023837, SRR026432, SRR035217	Splice Junction Annotation White Prepupae	BS129_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2707	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		prepupal stage, prepupal stage P4, prepupal stage P4(i), prepupal stage P4(ii)			N/A		2010-01-27	2010-02-25	SRR023544, SRR023639, SRR023647, SRR023689, SRR023716, SRR023833	Splice Junction Annotation White Prepupae, WPP + 12hr	BS133_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2708	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		pupal stage, pupal stage P6			N/A		2010-01-27	2010-02-25	SRR023541, SRR023656, SRR023708, SRR023756, SRR023830	Splice Junction Annotation White Prepupae, WPP + 24hr	BS136_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2709	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		pharate adult stage, pharate adult stage P8			N/A		2010-01-27	2010-02-25	SRR023667, SRR023721, SRR023743, SRR023785, SRR023829, SRR026431	Splice Junction Annotation Pupae, WPP + 2d	BS137_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2710	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		pharate adult stage, pharate adult stage P9			N/A		2010-01-27	2010-02-25	SRR023738, SRR023744, SRR023748, SRR023783, SRR024216, SRR026430, SRR035218	Splice Junction Annotation Pupae, WPP + 3d	BS140_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2711	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		pharate adult stage, pharate adult stage P15, pharate adult stage P15(i)			N/A		2010-01-27	2010-02-25	SRR023609, SRR023653, SRR023723, SRR023735, SRR023740, SRR023827	Splice Junction Annotation Pupae, WPP + 4d	BS143_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2712	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		adult stage			N/A		2010-01-27	2010-02-25	SRR023595, SRR023662, SRR023680, SRR023702, SRR023737, SRR023828, SRR024220	Splice Junction Annotation Adult Female, eclosion + 1d	BS153_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2713	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		adult stage			N/A		2010-01-27	2010-02-25	SRR023543, SRR023648, SRR023664, SRR023678, SRR023741, SRR023825	Splice Junction Annotation Adult Male, eclosion + 1d	BS150_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2714	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		adult stage			N/A		2010-01-27	2010-02-25	SRR023547, SRR023607, SRR023645, SRR023651, SRR023717, SRR023730, SRR029230, SRR029234	Splice Junction Annotation Adult Female, eclosion + 5d	BS159_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2715	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		adult stage			N/A		2010-01-27	2010-02-25	SRR023550, SRR023605, SRR023606, SRR023642, SRR023658, SRR023672, SRR023679, SRR023713, SRR029176, SRR029231, SRR029233, SRR029235	Splice Junction Annotation Adult Male, eclosion + 5d	BS156_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2716	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		adult stage			N/A		2010-01-27	2010-02-25	SRR023548, SRR023598, SRR023674, SRR023681, SRR023712, SRR023757, SRR029232, SRR029236	Splice Junction Annotation Adult Female, eclosion + 30d	BS165_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2717	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		adult stage			N/A		2010-01-27	2010-02-25	SRR023601, SRR023650, SRR023698, SRR023714, SRR023752, SRR023823, SRR024218	Splice Junction Annotation Adult Male, eclosion + 30d	BS162_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2719	Lai	Lai	Drosophila melanogaster	released	alignments	Alignment	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage			N/A		2010-01-28	2010-02-03		Lai_ML-DmBG3-C2_BS179	
2721	Lai	Lai	Drosophila melanogaster	released	alignments	Alignment	dorsal mesothoracic disc	N/A	CME W1 Cl.8+	third instar larval stage			N/A		2010-01-28	2010-02-03		Lai_CMEW1_Cl_8	
2722	Lai	Lai	Drosophila melanogaster	released	alignments	Alignment	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage			N/A		2010-01-28	2010-02-03		Lai_S2-DRSC-BS11	
2725	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	embryo-derived cell-line	Oregon-R	S2-DRSC	late embryonic stage			N/A		2010-01-28	2010-02-03	GSM361908	Lai_GSM361908_s2	
2741	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	whole organism	Canton-S		embryonic stage			N/A		2010-01-29	2010-02-03	GSM364902	Dm Canton-S Embryo 12-24h smallRNA RNA-Seq	
2742	Lai	Lai	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		egg stage, embryonic stage, embryonic stage 16, embryonic stage 17, fertilized egg stage, late embryonic stage, unfertilized egg stage			N/A		2010-02-01	2010-02-01		Lai_embryo_14-24hr_Bs61-64-67-73	
2743	Lai	Lai	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		early extended germ band stage, embryonic stage, embryonic stage 10, embryonic stage 11, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9, extended germ band stage, late extended germ band stage			N/A		2010-01-29	2010-02-03		Lai_embryo_2-6hr_BS43-46	
2744	Lai	Hannon	Drosophila melanogaster	released	alignments	ChIP-seq	ovary	Canton-S		adult stage	Ago1		N/A		2010-01-29	2010-02-03		Lai_CantonS_ovary_Ago1IP	
2746	Lai	Hannon	Drosophila melanogaster	released	alignments	ChIP-seq	ovary	Ago2[414]		adult stage	Ago1		N/A		2010-01-29	2010-02-04		Lai_Ago2-414_ovary_Ago1IP	
2748	Lai	Hannon	Drosophila melanogaster	released	alignments	RNA-seq	ovary	r2d2[1]		adult stage			N/A		2010-01-29	2010-02-04		Lai_r2d2_ovary_totalRNA	
2749	Lai	Hannon	Drosophila melanogaster	released	alignments	ChIP-seq	ovary	r2d2[1]		adult stage	Ago1		N/A		2010-01-29	2010-02-04		Lai_r2d2_ovary_Ago1IP	
2751	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	abdomen, thorax	Canton-S		adult stage			N/A		2010-01-29	2010-02-02		Lai_CantonS_male	
2753	MacAlpine	MacAlpine	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:Orc2		N/A		2010-01-31	2010-02-09		Orc2 S2 ChIP-Seq	S2.bed.gff3
2754	MacAlpine	MacAlpine	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:Orc2		N/A		2010-01-31	2010-02-09		Orc2 BG3 ChIP-Seq	BG3.bed.gff3
2755	MacAlpine	MacAlpine	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	embryo-derived cell-line	N/A	Kc167	late embryonic stage	fly_genes:Orc2		N/A		2010-01-31	2010-02-09		Orc2 KC ChIP-Seq	KC.bed.gff3
2783	MacAlpine	MacAlpine	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	embryo-derived cell-line	N/A	Kc167	late embryonic stage	MCM2-7 complex		N/A		2010-02-01	2010-02-09		MCM KC ChIP-Seq	KC_MCM.bed.gff3
2790	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		adult stage			N/A		2010-02-01	2010-02-13	SRR023543, SRR023648, SRR023664, SRR023678, SRR023741, SRR023825	Dev Timecourse Adult Male Eclosion+1d RNA-Seq multimapped reads	
2791	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		adult stage			N/A		2010-02-01	2010-02-13	SRR023550, SRR023605, SRR023606, SRR023642, SRR023658, SRR023672, SRR023679, SRR023713, SRR029176, SRR029231, SRR029233, SRR029235	Dev Timecourse Adult Male Eclosion+5d RNA-Seq multimapped reads	
2792	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		adult stage			N/A		2010-02-01	2010-02-13	SRR023601, SRR023650, SRR023698, SRR023714, SRR023752, SRR023823, SRR024218	Dev Timecourse Adult Male Eclosion+30d RNA-Seq multimapped reads	
2793	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		adult stage			N/A		2010-02-01	2010-02-13	SRR023548, SRR023598, SRR023674, SRR023681, SRR023712, SRR023757, SRR029232, SRR029236	Dev Timecourse Adult Female Eclosion+30d RNA-Seq multimapped reads	
2794	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		adult stage			N/A		2010-02-01	2010-02-13	SRR023595, SRR023662, SRR023680, SRR023702, SRR023737, SRR023828, SRR024220	Dev Timecourse Adult Female Eclosion+1d RNA-Seq multimapped reads	
2795	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		adult stage			N/A		2010-02-01	2010-02-13	SRR023547, SRR023607, SRR023645, SRR023651, SRR023717, SRR023730, SRR029230, SRR029234	Dev Timecourse Adult Female Eclosion+5d RNA-Seq multimapped reads	
2796	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		embryonic stage, embryonic stage 1, embryonic stage 2, pre-blastoderm stage			N/A		2010-02-01	2010-02-13	SRR023199, SRR023659, SRR023663, SRR023671, SRR023747, SRR023755, SRR024013, SRR027110	Dev Timecourse Embryo 0-2h RNA-Seq multimapped reads	
2797	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		embryonic stage 13, embryonic stage 14, embryonic stage 15			N/A		2010-02-01	2010-02-13	SRR023604, SRR023644, SRR023694, SRR023727, SRR023831, SRR024010, SRR024221	Dev Timecourse Embryo 10-12h RNA-Seq multimapped reads	
2798	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		dorsal closure stage, embryonic stage, embryonic stage 15, embryonic stage 16, fertilized egg stage, late embryonic stage, unfertilized egg stage			N/A		2010-02-01	2010-02-13	SRR023602, SRR023643, SRR023703, SRR023724, SRR023832, SRR024012, SRR035221	Dev Timecourse Embryo 12-14h RNA-Seq multimapped reads	
2799	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		egg stage, embryonic stage, embryonic stage 16, fertilized egg stage, late embryonic stage, unfertilized egg stage			N/A		2010-02-01	2010-02-13	SRR023540, SRR023641, SRR023725, SRR023734, SRR023736, SRR023822, SRR024011	Dev Timecourse Embryo 14-16h RNA-Seq multimapped reads	
2800	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		egg stage, embryonic stage, embryonic stage 17, fertilized egg stage, late embryonic stage, unfertilized egg stage			N/A		2010-02-01	2010-02-13	SRR023600, SRR023707, SRR023715, SRR023720, SRR023751, SRR023826	Dev Timecourse Embryo 16-18h RNA-Seq multimapped reads	
2801	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		egg stage, embryonic stage, embryonic stage 17, late embryonic stage			N/A		2010-02-01	2010-02-13	SRR023503, SRR023599, SRR023673, SRR023682, SRR023686, SRR023699, SRR023700, SRR024215, SRR027114, SRR035222	Dev Timecourse Embryo 18-20h RNA-Seq multimapped reads	
2802	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		embryonic stage, embryonic stage 17			N/A		2010-02-01	2010-02-13	SRR023506, SRR023665, SRR023684, SRR023718, SRR023728, SRR027109	Dev Timecourse Embryo 20-22h RNA-Seq multimapped reads	
2803	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		embryonic stage, embryonic stage 17, late embryonic stage			N/A		2010-02-01	2010-02-13	SRR023538, SRR023685, SRR023711, SRR023733, SRR023834, SRR024015	Dev Timecourse Embryo 22-24h RNA-Seq multimapped reads	
2804	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		early extended germ band stage, embryonic stage, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9			N/A		2010-02-01	2010-02-13	SRR023502, SRR023660, SRR023705, SRR023722, SRR023745, SRR027112	Dev Timecourse Embryo 2-4h RNA-Seq multimapped reads	
2805	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		early extended germ band stage, embryonic stage 10, embryonic stage 11, embryonic stage 9, extended germ band stage, late extended germ band stage			N/A		2010-02-01	2010-02-13	SRR023539, SRR023669, SRR023696, SRR023746, SRR023836, SRR024014, SRR035220	Dev Timecourse Embryo 4-6h RNA-Seq multimapped reads	
2806	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		embryonic stage 11, embryonic stage 12, extended germ band stage, late extended germ band stage			N/A		2010-02-01	2010-02-13	SRR023504, SRR023654, SRR023668, SRR023688, SRR023691, SRR023732, SRR024009, SRR024217, SRR027113	Dev Timecourse Embryo 6-8h RNA-Seq multimapped reads	
2807	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		embryonic stage 12, embryonic stage 13, late extended germ band stage			N/A		2010-02-01	2010-02-13	SRR023549, SRR023596, SRR023603, SRR023657, SRR023701, SRR023749, SRR023750, SRR023754, SRR023759, SRR024219	Dev Timecourse Embryo 8-10h RNA-Seq multimapped reads	
2808	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		first instar larval stage, larval stage			N/A		2010-02-01	2010-02-13	SRR023597, SRR023646, SRR023661, SRR023666, SRR023706, SRR023835	Dev Timecourse Larvae L1 RNA-Seq multimapped reads	
2809	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		larval stage, second instar larval stage			N/A		2010-02-01	2010-02-13	SRR023542, SRR023670, SRR023719, SRR023761, SRR023824, SRR024016, SRR035223	Dev Timecourse Larvae L2 RNA-Seq multimapped reads	
2810	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		larval stage, third instar larval stage			N/A		2010-02-01	2010-02-13	SRR023507, SRR023649, SRR023677, SRR023731, SRR023760, SRR027111	Dev Timecourse Larvae L3 12hr RNA-Seq multimapped reads	
2811	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		larval stage, third instar larval stage			N/A		2010-02-01	2010-02-13	SRR023546, SRR023608, SRR023638, SRR023640, SRR023697, SRR023726, SRR023758	Dev Timecourse Larvae L3 PS1-2 RNA-Seq multimapped reads	
2812	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		larval stage			N/A		2010-02-01	2010-02-13	SRR023505, SRR023676, SRR023683, SRR023690, SRR023692, SRR023742, SRR027108	Dev Timecourse Larvae L3 PS3-6 RNA-Seq multimapped reads	
2813	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		larval stage			N/A		2010-02-01	2010-02-13	SRR023729, SRR023739, SRR023782, SRR023865, SRR026433, SRR035219	Dev Timecourse Larvae L3 PS7-9 RNA-Seq multimapped reads	
2814	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		prepupal stage, prepupal stage P1			N/A		2010-02-01	2010-02-13	SRR023687, SRR023695, SRR023704, SRR023784, SRR023837, SRR026432, SRR035217	Dev Timecourse White Pre-pupae RNA-Seq multimapped reads	
2815	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		prepupal stage, prepupal stage P4, prepupal stage P4(i), prepupal stage P4(ii)			N/A		2010-02-01	2010-02-13	SRR023544, SRR023639, SRR023647, SRR023689, SRR023716, SRR023833	Dev Timecourse White Pre-pupae 12hr RNA-Seq multimapped reads	
2816	Celniker	Celniker	Drosophila melanogaster	released	alignments	Alignment	whole organism	y; cn bw sp		pupal stage, pupal stage P6			N/A		2010-02-01	2010-02-13	SRR023541, SRR023656, SRR023708, SRR023756, SRR023830	Dev Timecourse White Pre-pupae 24hr RNA-Seq multimapped reads	
